"PDF相对路径","章节目录","PDF页码","页数","证据方式","提取字符数","关联知识点","关联题目编号","关联题目数量","覆盖状态"
"第一章/1-3/463e62fc-8756-42a5-887e-4cabb86c6812.pdf","第一章","4","14","PDF文本层","227","人工智能产业发展；人工智能芯片","104、153、182、214","4","仅关键词候选，未逐题证实"
"第一章/1-3/463e62fc-8756-42a5-887e-4cabb86c6812.pdf","第一章","5","14","PDF文本层","262","","","0","本页无已关联题目；不等于知识点已覆盖"
"第一章/1-3/463e62fc-8756-42a5-887e-4cabb86c6812.pdf","第一章","6","14","PDF文本层","170","附件题目 · 设计开发；附件题目 · 设计开发｜批量数据处理价值密度；附件题目 · 设计开发｜容器与虚拟机兼容性","354、355、356、357、366、367、368、369、370、372、376、378、392、393、404、405、406、408、418、426、427","21","仅关键词候选，未逐题证实"
"第一章/1-3/463e62fc-8756-42a5-887e-4cabb86c6812.pdf","第一章","7","14","PDF文本层","239","","","0","本页无已关联题目；不等于知识点已覆盖"
"第一章/1-3/463e62fc-8756-42a5-887e-4cabb86c6812.pdf","第一章","8","14","PDF文本层","190","深度学习；机器学习框架；机器学习框架的底层实现；附件题目 · 共性技术｜TensorFlow与PyTorch计算图；机器学习框架接口；TensorFlow底层实现","203、207、240、243、247、268、273、275、279","9","仅关键词候选，未逐题证实"
"第一章/1-3/463e62fc-8756-42a5-887e-4cabb86c6812.pdf","第一章","9","14","PDF文本层","293","深度学习；机器学习框架；人工智能芯片；附件题目 · 共性技术｜TensorFlow与PyTorch计算图；机器学习框架接口","203、207、214、243、247、268、273、275","8","仅关键词候选，未逐题证实"
"第一章/1-3/463e62fc-8756-42a5-887e-4cabb86c6812.pdf","第一章","10","14","PDF文本层","236","","","0","本页无已关联题目；不等于知识点已覆盖"
"第一章/1-3/463e62fc-8756-42a5-887e-4cabb86c6812.pdf","第一章","11","14","PDF文本层","239","Docker Compose、Helm 与 Serverless","322、333、382、420","4","仅关键词候选，未逐题证实"
"第一章/1-3/463e62fc-8756-42a5-887e-4cabb86c6812.pdf","第一章","12","14","PDF文本层","400","数据清洗；数据清洗目标；Docker Compose、Helm 与 Serverless","42、122、172、192、322、333、382、420","8","仅关键词候选，未逐题证实"
"第一章/1-3/463e62fc-8756-42a5-887e-4cabb86c6812.pdf","第一章","13","14","PDF文本层","185","硬件性能指标","149、274","2","仅关键词候选，未逐题证实"
"第一章/1-3/463e62fc-8756-42a5-887e-4cabb86c6812.pdf","第一章","14","14","PDF文本层","77","","","0","本页无已关联题目；不等于知识点已覆盖"
"第一章/1-4/0cbb8db9-69fe-4b54-978e-c307aae26de9.pdf","第一章","1","18","PDF文本层","7","","","0","本页无已关联题目；不等于知识点已覆盖"
"第一章/1-4/0cbb8db9-69fe-4b54-978e-c307aae26de9.pdf","第一章","2","18","PDF文本层","150","监督学习、无监督学习与强化学习","202、242、267","3","仅关键词候选，未逐题证实"
"第一章/1-4/0cbb8db9-69fe-4b54-978e-c307aae26de9.pdf","第一章","3","18","PDF文本层","95","监督学习、无监督学习与强化学习","202、242、267","3","仅关键词候选，未逐题证实"
"第一章/1-4/0cbb8db9-69fe-4b54-978e-c307aae26de9.pdf","第一章","4","18","PDF文本层","31","监督学习、无监督学习与强化学习","202、242、267","3","仅关键词候选，未逐题证实"
"第一章/1-4/0cbb8db9-69fe-4b54-978e-c307aae26de9.pdf","第一章","5","18","PDF文本层","32","监督学习、无监督学习与强化学习","202、242、267","3","仅关键词候选，未逐题证实"
"第一章/1-4/0cbb8db9-69fe-4b54-978e-c307aae26de9.pdf","第一章","6","18","PDF文本层","84","监督学习、无监督学习与强化学习；TFX、Hugging Face 与 TensorRT","202、208、242、248、267","5","仅关键词候选，未逐题证实"
"第一章/1-4/0cbb8db9-69fe-4b54-978e-c307aae26de9.pdf","第一章","7","18","PDF文本层","126","监督学习、无监督学习与强化学习","202、242、267","3","仅关键词候选，未逐题证实"
"第一章/1-4/0cbb8db9-69fe-4b54-978e-c307aae26de9.pdf","第一章","8","18","PDF文本层","66","监督学习、无监督学习与强化学习","202、242、267","3","仅关键词候选，未逐题证实"
"第一章/1-4/0cbb8db9-69fe-4b54-978e-c307aae26de9.pdf","第一章","9","18","PDF文本层","104","监督学习、无监督学习与强化学习","202、242、267","3","仅关键词候选，未逐题证实"
"第一章/1-4/0cbb8db9-69fe-4b54-978e-c307aae26de9.pdf","第一章","10","18","PDF文本层","149","监督学习、无监督学习与强化学习","202、242、267","3","仅关键词候选，未逐题证实"
"第一章/1-4/0cbb8db9-69fe-4b54-978e-c307aae26de9.pdf","第一章","11","18","PDF文本层","175","监督学习、无监督学习与强化学习","202、242、267","3","仅关键词候选，未逐题证实"
"第一章/1-4/0cbb8db9-69fe-4b54-978e-c307aae26de9.pdf","第一章","12","18","PDF文本层","44","监督学习、无监督学习与强化学习","202、242、267","3","仅关键词候选，未逐题证实"
"第一章/1-4/0cbb8db9-69fe-4b54-978e-c307aae26de9.pdf","第一章","13","18","PDF文本层","146","监督学习、无监督学习与强化学习","202、242、267","3","仅关键词候选，未逐题证实"
"第一章/1-4/0cbb8db9-69fe-4b54-978e-c307aae26de9.pdf","第一章","14","18","PDF文本层","83","监督学习、无监督学习与强化学习","202、242、267","3","仅关键词候选，未逐题证实"
"第一章/1-4/0cbb8db9-69fe-4b54-978e-c307aae26de9.pdf","第一章","15","18","PDF文本层","251","监督学习、无监督学习与强化学习","202、242、267","3","仅关键词候选，未逐题证实"
"第一章/1-4/0cbb8db9-69fe-4b54-978e-c307aae26de9.pdf","第一章","16","18","PDF文本层","268","监督学习、无监督学习与强化学习","202、242、267","3","仅关键词候选，未逐题证实"
"第一章/1-4/0cbb8db9-69fe-4b54-978e-c307aae26de9.pdf","第一章","17","18","PDF文本层","55","监督学习、无监督学习与强化学习","202、242、267","3","仅关键词候选，未逐题证实"
"第一章/1-4/0cbb8db9-69fe-4b54-978e-c307aae26de9.pdf","第一章","18","18","PDF文本层","45","","","0","本页无已关联题目；不等于知识点已覆盖"
"第一章/1-4/106737f0-9652-4eb4-a258-2518a9dbb1ee.pdf","第一章","1","12","PDF文本层","7","","","0","本页无已关联题目；不等于知识点已覆盖"
"第一章/1-4/106737f0-9652-4eb4-a258-2518a9dbb1ee.pdf","第一章","2","12","PDF文本层","55","监督学习、无监督学习与强化学习","202、242、267","3","仅关键词候选，未逐题证实"
"第一章/1-4/106737f0-9652-4eb4-a258-2518a9dbb1ee.pdf","第一章","3","12","PDF文本层","382","监督学习、无监督学习与强化学习","202、242、267","3","仅关键词候选，未逐题证实"
"第一章/1-4/106737f0-9652-4eb4-a258-2518a9dbb1ee.pdf","第一章","4","12","PDF文本层","85","监督学习、无监督学习与强化学习","202、242、267","3","仅关键词候选，未逐题证实"
"第一章/1-4/106737f0-9652-4eb4-a258-2518a9dbb1ee.pdf","第一章","5","12","PDF文本层","145","监督学习、无监督学习与强化学习","202、242、267","3","仅关键词候选，未逐题证实"
"第一章/1-4/106737f0-9652-4eb4-a258-2518a9dbb1ee.pdf","第一章","6","12","PDF文本层","28","监督学习、无监督学习与强化学习","202、242、267","3","仅关键词候选，未逐题证实"
"第一章/1-4/106737f0-9652-4eb4-a258-2518a9dbb1ee.pdf","第一章","7","12","PDF文本层","87","监督学习、无监督学习与强化学习","202、242、267","3","仅关键词候选，未逐题证实"
"第一章/1-4/106737f0-9652-4eb4-a258-2518a9dbb1ee.pdf","第一章","8","12","PDF文本层","25","监督学习、无监督学习与强化学习","202、242、267","3","仅关键词候选，未逐题证实"
"第一章/1-4/106737f0-9652-4eb4-a258-2518a9dbb1ee.pdf","第一章","9","12","PDF文本层","297","监督学习、无监督学习与强化学习","202、242、267","3","仅关键词候选，未逐题证实"
"第一章/1-4/106737f0-9652-4eb4-a258-2518a9dbb1ee.pdf","第一章","10","12","PDF文本层","25","监督学习、无监督学习与强化学习","202、242、267","3","仅关键词候选，未逐题证实"
"第一章/1-4/106737f0-9652-4eb4-a258-2518a9dbb1ee.pdf","第一章","11","12","PDF文本层","186","监督学习、无监督学习与强化学习","202、242、267","3","仅关键词候选，未逐题证实"
"第一章/1-4/106737f0-9652-4eb4-a258-2518a9dbb1ee.pdf","第一章","12","12","PDF文本层","45","","","0","本页无已关联题目；不等于知识点已覆盖"
"第一章/1-4/3599d61b-4ab6-400d-9f57-a75e6b5a923c.pdf","第一章","1","21","PDF文本层","7","","","0","本页无已关联题目；不等于知识点已覆盖"
"第一章/1-4/3599d61b-4ab6-400d-9f57-a75e6b5a923c.pdf","第一章","2","21","PDF文本层","136","监督学习、无监督学习与强化学习","202、242、267","3","仅关键词候选，未逐题证实"
"第一章/1-4/3599d61b-4ab6-400d-9f57-a75e6b5a923c.pdf","第一章","3","21","PDF文本层","113","","","0","本页无已关联题目；不等于知识点已覆盖"
"第一章/1-4/3599d61b-4ab6-400d-9f57-a75e6b5a923c.pdf","第一章","4","21","PDF文本层","187","监督学习、无监督学习与强化学习","202、242、267","3","仅关键词候选，未逐题证实"
"第一章/1-4/3599d61b-4ab6-400d-9f57-a75e6b5a923c.pdf","第一章","5","21","PDF文本层","114","监督学习、无监督学习与强化学习","202、242、267","3","仅关键词候选，未逐题证实"
"第一章/1-4/3599d61b-4ab6-400d-9f57-a75e6b5a923c.pdf","第一章","6","21","PDF文本层","178","监督学习、无监督学习与强化学习","202、242、267","3","仅关键词候选，未逐题证实"
"第一章/1-4/3599d61b-4ab6-400d-9f57-a75e6b5a923c.pdf","第一章","7","21","PDF文本层","56","监督学习、无监督学习与强化学习","202、242、267","3","仅关键词候选，未逐题证实"
"第一章/1-4/3599d61b-4ab6-400d-9f57-a75e6b5a923c.pdf","第一章","8","21","PDF文本层","81","监督学习、无监督学习与强化学习","202、242、267","3","仅关键词候选，未逐题证实"
"第一章/1-4/3599d61b-4ab6-400d-9f57-a75e6b5a923c.pdf","第一章","9","21","PDF文本层","78","监督学习、无监督学习与强化学习","202、242、267","3","仅关键词候选，未逐题证实"
"第一章/1-4/3599d61b-4ab6-400d-9f57-a75e6b5a923c.pdf","第一章","10","21","PDF文本层","100","监督学习、无监督学习与强化学习","202、242、267","3","仅关键词候选，未逐题证实"
"第一章/1-4/3599d61b-4ab6-400d-9f57-a75e6b5a923c.pdf","第一章","11","21","PDF文本层","59","监督学习、无监督学习与强化学习","202、242、267","3","仅关键词候选，未逐题证实"
"第一章/1-4/3599d61b-4ab6-400d-9f57-a75e6b5a923c.pdf","第一章","12","21","PDF文本层","59","监督学习、无监督学习与强化学习","202、242、267","3","仅关键词候选，未逐题证实"
"第一章/1-4/3599d61b-4ab6-400d-9f57-a75e6b5a923c.pdf","第一章","13","21","PDF文本层","31","监督学习、无监督学习与强化学习","202、242、267","3","仅关键词候选，未逐题证实"
"第一章/1-4/3599d61b-4ab6-400d-9f57-a75e6b5a923c.pdf","第一章","14","21","PDF文本层","130","监督学习、无监督学习与强化学习","202、242、267","3","仅关键词候选，未逐题证实"
"第一章/1-4/3599d61b-4ab6-400d-9f57-a75e6b5a923c.pdf","第一章","15","21","PDF文本层","111","监督学习、无监督学习与强化学习","202、242、267","3","仅关键词候选，未逐题证实"
"第一章/1-4/3599d61b-4ab6-400d-9f57-a75e6b5a923c.pdf","第一章","16","21","PDF文本层","96","监督学习、无监督学习与强化学习","202、242、267","3","仅关键词候选，未逐题证实"
"第一章/1-4/3599d61b-4ab6-400d-9f57-a75e6b5a923c.pdf","第一章","17","21","PDF文本层","131","监督学习、无监督学习与强化学习","202、242、267","3","仅关键词候选，未逐题证实"
"第一章/1-4/3599d61b-4ab6-400d-9f57-a75e6b5a923c.pdf","第一章","18","21","PDF文本层","109","监督学习、无监督学习与强化学习","202、242、267","3","仅关键词候选，未逐题证实"
"第一章/1-4/3599d61b-4ab6-400d-9f57-a75e6b5a923c.pdf","第一章","19","21","PDF文本层","41","监督学习、无监督学习与强化学习","202、242、267","3","仅关键词候选，未逐题证实"
"第一章/1-4/3599d61b-4ab6-400d-9f57-a75e6b5a923c.pdf","第一章","20","21","PDF文本层","55","监督学习、无监督学习与强化学习","202、242、267","3","仅关键词候选，未逐题证实"
"第一章/1-4/3599d61b-4ab6-400d-9f57-a75e6b5a923c.pdf","第一章","21","21","PDF文本层","45","","","0","本页无已关联题目；不等于知识点已覆盖"
"第一章/1-4/584c4662-d592-4c9b-9b6b-4a48a894bc7e.pdf","第一章","1","18","PDF文本层","7","","","0","本页无已关联题目；不等于知识点已覆盖"
"第一章/1-4/584c4662-d592-4c9b-9b6b-4a48a894bc7e.pdf","第一章","2","18","PDF文本层","87","监督学习、无监督学习与强化学习","202、242、267","3","仅关键词候选，未逐题证实"
"第一章/1-4/584c4662-d592-4c9b-9b6b-4a48a894bc7e.pdf","第一章","3","18","PDF文本层","91","监督学习、无监督学习与强化学习","202、242、267","3","仅关键词候选，未逐题证实"
"第一章/1-4/584c4662-d592-4c9b-9b6b-4a48a894bc7e.pdf","第一章","4","18","PDF文本层","17","监督学习、无监督学习与强化学习","202、242、267","3","仅关键词候选，未逐题证实"
"第一章/1-4/584c4662-d592-4c9b-9b6b-4a48a894bc7e.pdf","第一章","5","18","PDF文本层","83","监督学习、无监督学习与强化学习","202、242、267","3","仅关键词候选，未逐题证实"
"第一章/1-4/584c4662-d592-4c9b-9b6b-4a48a894bc7e.pdf","第一章","6","18","PDF文本层","43","监督学习、无监督学习与强化学习","202、242、267","3","仅关键词候选，未逐题证实"
"第一章/1-4/584c4662-d592-4c9b-9b6b-4a48a894bc7e.pdf","第一章","7","18","PDF文本层","72","监督学习、无监督学习与强化学习","202、242、267","3","仅关键词候选，未逐题证实"
"第一章/1-4/584c4662-d592-4c9b-9b6b-4a48a894bc7e.pdf","第一章","8","18","PDF文本层","66","监督学习、无监督学习与强化学习","202、242、267","3","仅关键词候选，未逐题证实"
"第一章/1-4/584c4662-d592-4c9b-9b6b-4a48a894bc7e.pdf","第一章","9","18","PDF文本层","54","监督学习、无监督学习与强化学习","202、242、267","3","仅关键词候选，未逐题证实"
"第一章/1-4/584c4662-d592-4c9b-9b6b-4a48a894bc7e.pdf","第一章","10","18","PDF文本层","71","监督学习、无监督学习与强化学习","202、242、267","3","仅关键词候选，未逐题证实"
"第一章/1-4/584c4662-d592-4c9b-9b6b-4a48a894bc7e.pdf","第一章","11","18","PDF文本层","66","监督学习、无监督学习与强化学习","202、242、267","3","仅关键词候选，未逐题证实"
"第一章/1-4/584c4662-d592-4c9b-9b6b-4a48a894bc7e.pdf","第一章","12","18","PDF文本层","49","监督学习、无监督学习与强化学习","202、242、267","3","仅关键词候选，未逐题证实"
"第一章/1-4/584c4662-d592-4c9b-9b6b-4a48a894bc7e.pdf","第一章","13","18","PDF文本层","70","监督学习、无监督学习与强化学习","202、242、267","3","仅关键词候选，未逐题证实"
"第一章/1-4/584c4662-d592-4c9b-9b6b-4a48a894bc7e.pdf","第一章","14","18","PDF文本层","116","监督学习、无监督学习与强化学习","202、242、267","3","仅关键词候选，未逐题证实"
"第一章/1-4/584c4662-d592-4c9b-9b6b-4a48a894bc7e.pdf","第一章","15","18","PDF文本层","150","监督学习、无监督学习与强化学习","202、242、267","3","仅关键词候选，未逐题证实"
